"Feature","Feature.Systematic.Name","Feature.Type","Coordinates","Strand","ChrN","Pathways","pro","anti","fitness","GoTerm","t7.8","t10.7","t14","t17.8","t22","t26.8","t32.2","t38.4","t45.4","t53.3","t62.2","t72.3","p7.8","p10.7","p14","p17.8","p22","p26.8","p32.2","p38.4","p45.4","p53.3","p62.2","p72.3"
"NOP6","YDL213C","ORF","77289-77966","-","IV",NA,NA,NA,NA,"0000166; 0003676; 0042254; 0042274; 0005730; 0005730; 0006364; 0005634; 0003723; 0030515; 0030686; 0030687; 0030688; 0005730; 0030686; 0019843",175.4406699,178.1427014,179.8985591,180.9369369,178.689187,178.0620492,178.528628,182.7287871,194.916623,187.4000829,162.033233,105.7921832,33.32181072,31.39211287,28.63231738,24.46346859,18.14457894,11.91791665,7.879762549,5.881476465,9.045178242,10.17500313,9.775556524,5.879026395
"YCR051W","YCR051W","ORF","214071-214739","+","III",NA,NA,NA,NA,"0003674; 0005634; 0005737; 0008150",137.1894188,139.9406102,142.8354349,145.7046284,149.0166245,150.7753336,150.3466313,143.4308765,146.0899303,149.6593673,154.9647018,161.9867663,43.61356717,40.81065189,36.89811495,31.02130789,21.81669045,14.38919993,12.74528878,17.1631044,35.42969751,40.72380436,33.90745774,6.115194466
"AVT5","YBL089W","ORF","49574-50953","+","II",NA,NA,NA,NA,"0016020; 0006810; 0006865; 0016021; 0005774; 0005215; 0016021; 0005773; 0003333; 0005290; 0000329; 0015194; 0061459; 0005313; 0015189; 0005302; 0006810",17.83390125,18.14247484,18.46546831,18.75037695,19.05777379,18.86468141,18.73214785,19.22290084,19.99238311,20.29314837,20.19990498,19.2673788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HBN1","YCL026C-B","ORF","73405-73986","-","III",NA,NA,NA,NA,"0005634; 0005634; 0055114; 0005737; 0005737; 0016657; 0016491; 0008150; 0005634; 0034599; 0016657; 0005737; 0016491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.697416646,5.347935529,6.199904007,7.411552748,9.173822697,10.72300749,10.55669126,10.32667856,11.32700498,12.77564563,13.9922734,14.58476055
"BRE4","YDL231C","ORF","38867-42244","-","IV",NA,NA,NA,NA,"0016021; 0071423; 0006897; 0016021; 0016021; 0016020; 0015140; 0003674; 0071944; 0015031; 0006810; 0005774; 0016020",27.2173491,26.78513844,26.22486361,25.57844829,24.66158441,23.9182147,23.57426199,24.14689748,25.82008678,26.87426691,27.72930762,27.76856614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YCR041W","YCR041W","ORF","200911-201243","+","III",NA,NA,NA,NA,"0008150; 0003674; 0016021; 0016020; 0016020; 0007059; 0016021",9.565222213,9.300125306,8.920814531,8.601515084,7.578934436,8.306503656,9.684693274,12.14284966,13.16157765,15.07567611,17.96163185,22.68712498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KCC4","YCL024W","ORF","79162-82275","+","III",NA,NA,NA,NA,"0000131; 0016310; 0005935; 0051301; 0008360; 0006468; 0001786; 0005546; 0005886; 0070300; 0004674; 0005737; 0035556; 0004672; 0004674; 0006468; 0004672; 0044879; 0005524; 0000166; 0016301; 0005524; 0007049; 0016740; 0000921; 0000921; 0005935; 0007117; 0006468; 0005940; 0005935; 0007117; 0004672; 0032174",3.722430714,3.779001184,3.878610991,4.016908402,4.243481983,4.449950695,4.723935578,5.2451889,5.255801167,5.145935097,4.841482701,4.318667713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YBR134W","YBR134W","ORF","504243-504644","+","II",NA,NA,NA,NA,NA,4.714991556,4.825991289,5.019480004,5.26658662,5.783426279,5.895987579,6.387044843,8.058792644,9.846855291,10.12530359,9.039901792,5.467408657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SED4","YCR067C","ORF","233125-236322","-","III",NA,NA,NA,NA,"0016020; 0005737; 0005783; 0006810; 0015031; 0005096; 0005096; 0003400; 0043547; 0043547; 0016021; 0000139; 0005789; 0030176; 0016192; 0005096; 0005794",17.70693022,17.31672582,16.92003028,16.60164731,16.22390653,16.36229994,16.8329969,18.35160318,17.84730401,17.28724741,16.46766957,15.61632111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PET112","YBL080C","ORF","73070-74695","-","II",NA,0,0,1,"0000166; 0006412; 0005739; 0005739; 0016874; 0016874; 0016884; 0005739; 0070681; 0050567; 0030956; 0005739; 0070681; 0030956; 0050567; 0016884; 0005524; 0005739; 0032543; 0005739; 0005739; 0032543; 0005739",6.986809688,6.6401886,6.218149715,5.687881751,4.976865161,4.186195808,3.845777344,4.730560106,5.45945894,5.895246698,6.284006211,6.3466479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWC3","YAL011W","ORF","132199-134076","+","I",NA,0,0.5,0.5,"0003674; 0043486; 0000812; 0005634; 0005634; 0016569; 0006351; 0006355; 0005739; 0005739; 0006338; 0007029; 0006338; 0006338; 0005634; 0000812",15.98072446,16.19037494,16.34839458,16.46591737,16.46335235,16.34194993,16.27191132,16.71824874,16.97353223,17.15266773,17.43077739,17.96913093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NUS1","YDL193W","ORF","114672-115799","+","IV",NA,NA,NA,NA,"0031965; 0045547; 0005811; 0005811; 0005811; 0006486; 0016020; 0006486; 0016021; 0019408; 0005811; 0005634; 0016740; 0016765; 1904423; 0005789; 0004659; 0005635; 0005811; 0005811; 0005783; 0005783",26.28574528,26.86543754,27.94308225,29.29101387,32.58323239,33.26908681,33.07155932,31.56188725,28.80403901,26.46071873,23.96512729,21.80135919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RER2","YBR002C","ORF","241708-242568","-","II",NA,NA,NA,NA,"0004659; 0006486; 0004659; 0005783; 0005783; 0006888; 0045547; 0019408; 0005811; 0019408; 0016765; 0045547; 1904423; 0005789; 0005783; 0016020; 0005783; 0006486; 0005783; 0006486; 0016740",61.16687037,60.50437458,59.48404795,58.33354228,56.03909478,55.6517253,55.75883709,56.32265872,57.73497751,58.81792199,60.09413981,61.54167638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UBP13","YBL067C","ORF","93639-95882","-","II",NA,NA,NA,NA,"0016787; 0036459; 0061136; 0043161; 0004197; 0016579; 0036459; 0006508; 0008233; 0008234; 0006511; 0016579; 0004843; 0010995; 0005575",23.43124476,23.53434683,23.60712428,23.59115375,23.54168446,22.9076905,22.53972785,23.43309721,24.46784024,24.98358288,25.23809636,24.81385185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RNQ1","YCL028W","ORF","70150-71367","+","III",NA,NA,NA,NA,"0005737; 0005737; 0005634; 0008150; 0005829; 0003674; 0005634",86.35701251,87.69399895,89.45881669,91.3994887,95.1527604,95.64419616,93.95569977,88.1488992,83.64665077,82.62773752,84.53550595,91.74358219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EXO84","YBR102C","ORF","445062-447323","-","II",NA,NA,NA,NA,"0005628; 0006893; 0030133; 0043332; 0005933; 0006810; 0005935; 0031410; 0005935; 0000131; 0000245; 0006887; 0005934; 0015031; 0006887; 0000145; 0006887; 0000245; 0090522; 0000145; 0006887; 0006893; 0001927; 0051601; 0006887; 0003674",18.69131649,18.38063855,18.05975197,17.71388236,17.45913313,17.06812503,16.67887766,16.26924189,15.62423062,15.42503525,15.70318429,16.80404202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SFA1","YDL168W","ORF","159604-160764","+","IV","formaldehyde oxidation II (glutathione-dependent); isoleucine degradation; leucine degradation; phenylalanine degradation; tryptophan degradation; valine degradation",NA,NA,NA,"0051903; 0055114; 0046872; 0051903; 0008270; 0016491; 0033833; 0033859; 0005739; 0016491; 0055114; 0000947; 0004022; 0005739; 0004022; 0005737; 0046294; 0006069; 0051903; 0004022",55.10331457,58.3837791,63.03575251,68.22098661,78.4714748,80.32016182,79.02478198,71.55169681,69.93036981,73.21140144,81.11775501,95.82542461,32.44260249,35.03677403,38.48208108,43.74164614,53.45199518,53.72444576,52.15366176,49.7002192,50.82275712,54.82476209,54.25195704,43.69077823
"MRC1","YCL061C","ORF","18816-22106","-","III",NA,NA,NA,NA,"0005634; 0000076; 0033262; 0000076; 0031573; 0048478; 0007064; 0007064; 0043570; 0048478; 0048478; 0006260; 0043596; 0006281; 0006281; 0006260; 0034399; 0030466; 0030466; 0000076; 0000228; 0005634; 0000723; 0031298; 0003674; 0006348; 0000076; 0000076; 0006348; 0005634",7.154137425,7.174713361,7.224017025,7.316220355,7.47005159,7.726998811,7.828574917,7.508404253,6.722976868,6.572231577,6.908376545,8.258700125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAR064W","YAR064W","ORF","220198-220497","+","I",NA,NA,NA,NA,"0016021; 0016020; 0005575; 0016020; 0003674; 0008150",1.917343385,1.881107132,1.805554307,1.714606886,1.435716433,1.470616109,1.556485525,1.636431919,1.74999552,1.780067519,1.717570659,1.489758383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YBR196C-A","YBR196C-A","ORF","614024-614173","-","II",NA,NA,NA,NA,"0008150; 0003674; 0016020; 0016021; 0005575; 0016020",16.90437131,16.49551194,16.03255137,15.57133325,14.82478861,14.79540708,15.02483286,15.58532516,15.54685662,16.08662877,17.16642161,19.17195849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRX3","YCR083W","ORF","259578-259961","+","III",NA,NA,NA,NA,"0005739; 0015036; 0005739; 0005739; 0006662; 0055114; 0016671; 0055114; 0015035; 0000103; 0034599; 0045454; 0005739; 0045454; 0005737; 0005739; 0005739; 0006457; 0015035",59.1734617,63.04531933,68.56043515,74.52594182,86.48344178,87.83623824,85.60682684,76.17467166,74.61761794,78.30032488,86.97397554,102.4110049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TEF2","YBR118W","ORF","477671-479047","+","II",NA,NA,NA,NA,"0005737; 0005853; 0003746; 0000166; 0005525; 0006414; 0006414; 0006412; 0005525; 0006414; 0005737; 0005737; 0006414; 0003924; 0005525; 0003746; 0003746; 0019003; 0003924; 0005856; 0006409; 0006409; 0006409; 0006409; 0005856; 0005737; 0003779",1618.429905,1610.739021,1600.174824,1588.066155,1567.265129,1559.07518,1555.954753,1558.570231,1577.463567,1576.292278,1559.533723,1512.02008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWH1","YAR042W","ORF","192619-196185","+","I",NA,NA,NA,NA,"0008289; 0015918; 0000139; 0005640; 0006869; 0006810; 0008289; 0015918; 0015248; 0005634; 0005737; 0005737; 0016020; 0071561; 0005635; 0008142; 0005545; 0006887; 0030011; 0005545; 0000138; 0005769; 0005783; 0006897; 0034727; 0005794",14.92141345,14.39704669,13.97240291,13.56788636,13.60287711,13.13392024,12.64558093,11.68075926,11.64494827,12.72456898,14.90647278,18.41718431,12.55549849,13.14493917,13.8214551,14.70803387,15.94568752,16.3487679,16.23791081,15.93582228,16.17367949,16.56830946,16.56833234,15.79672392
"POP7","YBR167C","ORF","571468-571890","-","II",NA,NA,NA,NA,"0000171; 0006364; 0008033; 0004526; 0000171; 0000294; 0005655; 0000172; 0004526; 0006364; 0034965; 0005697; 0005634; 0005634; 0004526; 0000172; 0008033; 0003723; 0008033; 0005634; 0000172; 0006364; 0008033; 0016787; 0004526; 0005655",34.86593261,35.4272992,36.306557,36.9639687,39.17143653,37.12178826,34.31269212,30.26930272,31.25026767,32.49075633,34.48761795,36.13329372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHO5","YBR093C","ORF","429548-430951","-","II",NA,NA,NA,NA,"0009277; 0003993; 0008361; 0017111; 0047429; 0047429; 0016036; 0016036; 0006796; 0071944; 0017111; 0003993; 0016791; 0005576; 0005576; 0016787; 0003993",76.90293025,77.40709053,78.13283389,78.91568579,80.63466563,80.72506544,80.06218485,77.94928078,76.77567451,73.14163035,66.66817692,55.57567032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KIN3","YAR018C","ORF","170396-171703","-","I",NA,NA,NA,NA,"0004672; 0004674; 0016740; 0005524; 0005524; 0004674; 0006468; 0007059; 0005575; 0016310; 0004672; 0005634; 0000166; 0005813; 0006468; 0004672; 0005737; 0007017; 0016301",24.66065787,24.02898903,23.33035897,22.56908252,21.79745769,20.99907974,20.14537276,19.41006178,17.1082532,15.16045775,13.37388963,12.27599018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YBP1","YBR216C","ORF","655576-657600","-","II",NA,NA,NA,NA,"0003674; 0005737; 0005737; 0005737; 0034599",14.4377339,14.32271045,14.24523381,14.18649724,14.33023946,14.13622305,14.02194831,14.64549529,13.5279775,12.8665171,12.52930519,13.11374797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RHB1","YCR027C","ORF","167370-167999","-","III",NA,NA,NA,NA,"0000166; 0000139; 0005886; 0005525; 0005525; 0007264; 0005829; 0016020; 0015809; 0015809; 0015819; 0019897; 0003924; 0007165; 0016020; 0042147; 0032482; 0006886; 0003924; 0006888; 0005789; 0005886",29.15494454,29.56308307,29.86093314,30.05386149,30.12844377,29.81852227,29.22133377,27.97537266,29.21014703,29.77915783,30.23095427,30.16786395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TAF2","YCR042C","ORF","201174-205397","-","III",NA,NA,NA,NA,"0006355; 0005634; 0005669; 0003682; 0006366; 0006366; 0051123; 0001075; 0043565; 0001075; 0006367; 0001129; 0045944; 0044212; 0005669; 0006351; 0005634; 0003682",13.16803492,12.86573956,12.49900517,12.18039827,11.58140354,11.88215448,12.27367439,12.56761204,12.31323794,12.30453449,12.44215108,13.02401205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOS1","YBR162C","ORF","563203-564570","-","II",NA,NA,NA,NA,"0009277; 0005576; 0071944; 0003674; 0000324; 0008150; 0009277; 0005576",588.3691093,590.4986109,592.1283403,593.3321604,592.0868287,591.578296,590.6531194,588.4846956,599.1624072,611.9900533,628.5342206,647.5172947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MED8","YBR193C","ORF","609082-609753","-","II",NA,NA,NA,NA,"0006357; 0016592; 0003677; 0001104; 0045944; 0005198; 0017025; 0001106; 0006351; 0000978; 0070847; 0016592; 0005634; 0005634; 0006355; 0000122",29.26208456,28.90432454,28.56226605,28.25065516,27.92661567,28.01464411,27.8328479,26.91310928,23.68218888,22.23074022,22.0331424,24.61776701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RBG1","YAL036C","ORF","75043-76152","-","I",NA,NA,NA,NA,"0010494; 0005844; 0002181; 0042788; 0005525; 1903833; 0005525; 0005844; 0005525; 0005515; 0005737; 0000166; 0005737; 0005737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.32848786,26.44093655,24.94910776,22.58154904,19.00126935,13.83657904,9.487349436,6.42522724,8.14608516,9.279908596,11.59673218,15.01672918
"DAD3","YBR233W-A","ORF","684977-685261","+","II",NA,NA,NA,NA,"0007059; 0008017; 0005634; 0005634; 0005856; 0008017; 0042729; 0072686; 0000775; 0007067; 0005874; 0000776; 0008608; 0005694; 0042729; 0042729; 0051010; 0005819; 0000777; 0008608; 0051987; 0051010; 0031116; 0007049; 0005737; 0051987; 0051301",53.54997571,55.33725497,57.45782794,59.59064227,63.11472655,63.41406151,62.6021336,59.53250807,61.7527,63.15740345,64.29670962,64.02098719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MRPS9","YBR146W","ORF","535260-536096","+","II",NA,NA,NA,NA,"0005739; 0032543; 0005739; 0005739; 0005763; 0005840; 0003735; 0003735; 0005840; 0006412; 0030529; 0044822; 0000462; 0006412; 0005739",59.20357302,58.5834376,57.66957077,56.04697352,54.54019055,49.24263644,43.8533037,41.09121219,38.13807402,33.85491931,28.81693052,22.14939135,7.761809653,7.851205957,7.96021604,8.12742304,8.438549509,8.337655565,8.119328293,7.73657165,7.279885123,7.295250341,7.483156537,7.852933973
"YBR197C","YBR197C","ORF","615203-615856","-","II",NA,NA,NA,NA,"0003674; 0008150; 0005634; 0005737; 0005737; 0005634",46.19831552,46.02245976,45.78622636,45.39757063,44.96358812,43.82952319,42.79360528,42.97771938,41.19084644,39.52506903,37.92060494,36.80443608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YCL020W","YCL020W","transposable_element_gene","85102-86418","+","III",NA,NA,NA,NA,"0000943; 0003723; 0032197; 0005737; 0003723; 0005737; 0005737",3.527712126,3.420540404,3.369571793,3.365941071,3.58971246,3.643255947,3.734300462,4.010239077,3.638576774,3.339336099,3.03103112,2.841567198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SHS1","YDL225W","ORF","52445-54100","+","IV",NA,NA,NA,NA,"0005935; 0051301; 0005525; 0097271; 0005525; 0000917; 0000921; 0005628; 0043332; 0007049; 0005935; 0016020; 0016020; 0061163; 0005935; 0000166; 0032186; 0010458; 0005525; 0000144; 0000915; 0000082",35.84023826,35.78631338,35.68978528,35.5299956,35.54916977,35.12634015,33.68314519,29.26886554,27.14358302,27.6220382,30.79988629,38.31569275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KAP104","YBR017C","ORF","270947-273703","-","II",NA,NA,NA,NA,"0006810; 0006606; 0005737; 0005643; 0042991; 0051028; 0005934; 0005935; 0031965; 0034399; 0000059; 0006606; 0006610; 0000060; 0006607; 0008565; 0005634; 0005634; 0042991; 0015031; 0010458; 0005643; 0016021; 0008139; 0005829; 0006609; 0006609; 0006609; 0005737",37.80026322,37.5695034,37.07377046,36.453432,34.92916082,34.6662157,34.39873118,33.90448907,33.20362085,32.82496964,32.86026778,33.84381518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRD1","YCR018C","ORF","148238-148903","-","III",NA,NA,NA,NA,"0043565; 0006364; 0005737; 0005737; 0006355; 0008270; 0043565; 0046872; 0006364; 0003700; 0005634; 0005634; 0003677; 0005737; 0005634; 0043565",33.12276202,31.21711337,28.83565449,26.12181376,22.30420997,19.58476331,19.20059817,25.007498,28.94965083,27.05432815,20.32794001,5.205141317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADH7","YCR105W","ORF","309070-310155","+","III",NA,NA,NA,NA,"0008106; 0055114; 0055114; 0008106; 0008106; 0016491; 0016491; 0046872; 0005575; 0008270; 0006066",6.423258892,6.578426707,6.756846207,6.89309699,7.184791738,6.855244135,6.539145547,6.644078568,6.859875764,6.899299363,6.872685227,6.648257396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RFC5","YBR087W","ORF","423765-424829","+","II",NA,NA,NA,NA,"0003677; 0031391; 0005634; 0003677; 0006260; 0000166; 0005634; 0005634; 0007049; 0005524; 0007062; 0031389; 0006260; 0006272; 0007062; 0005663; 0005663; 0003689; 0003689; 0031390; 0031391; 0006281",30.77499684,30.0778967,29.22045008,28.24935616,26.83152078,25.84383167,25.63620178,27.81356481,28.0102866,27.27211365,25.75486084,23.10249537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YCL021W-A","YCL021W-A","ORF","83620-83997","+","III",NA,NA,NA,NA,"0003674; 0016020; 0016020; 0000324; 0016021; 0008150",16.1517216,15.694354,15.18243552,14.73610025,14.00251766,14.30684125,15.36781603,17.81513053,19.99388435,20.79342068,20.40034926,17.85833242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRP6","YBR055C","ORF","344602-347301","-","II",NA,NA,NA,NA,"0046540; 0006397; 0003674; 0005634; 0005634; 0000398; 0046540; 0071001; 0000398; 0071001; 0000398; 0008380; 0005681; 0000244; 0071013; 0005634; 0006396; 0046540",17.19558757,17.08124012,16.91613716,16.77087334,16.44047493,16.73116691,16.76169132,15.46659934,15.36844315,16.32388975,18.38799547,22.17019906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RCR1","YBR005W","ORF","245906-246547","+","II",NA,NA,NA,NA,"0030176; 0030176; 0003674; 0005789; 0016192; 0016020; 0016021; 0071555; 0005783; 0006033",64.17098616,76.781163,93.34945873,117.0348377,146.928564,191.908068,247.3108672,327.4270667,388.5221147,403.6089597,370.7497276,263.9426236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PPH22","YDL188C","ORF","123865-124998","-","IV",NA,NA,NA,NA,"0070262; 0070262; 2000198; 0046872; 0004721; 0016787; 0004722; 0004721; 0070262; 0034399; 0016787; 0006417; 0006470; 0000082; 0007015; 0007094; 0007117; 0000780; 0004722",43.90294647,42.7355827,41.40707111,39.86391778,38.08365311,36.04219549,34.85141217,36.78491977,34.73125493,31.86611885,28.14883963,23.54303977,13.73960266,13.21132123,12.89236397,12.71746342,12.97823788,15.14883425,15.7700664,16.59522303,17.45853899,20.63811481,26.1021323,34.97621946
"YDL242W","YDL242W","ORF","18959-19312","+","IV",NA,NA,NA,NA,NA,4.350656966,4.543367878,4.838348427,5.210666101,5.912201264,6.255947463,6.588039559,7.15177724,6.965453768,6.895143077,6.862335731,7.097474988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YBR063C","YBR063C","ORF","366970-368184","-","II",NA,NA,NA,NA,"0003674; 0005575; 0008150; 0016021; 0016020; 0016020",22.37713263,22.54071567,22.8168047,23.26235416,24.03573286,24.97347646,25.56061845,24.86396512,24.87911706,26.33906328,29.1748498,34.31577665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UFD2","YDL190C","ORF","118707-121592","-","IV",NA,0,0,1,"0034450; 0071361; 0016567; 0006511; 0004842; 0005634; 0005737; 0006511; 0006511; 0006511; 0016567; 0005634; 0005634; 0016567; 0000151; 0005737; 0005737; 0016874; 0030433; 0034450",20.40766133,19.89148861,19.36898629,18.85515755,18.27154284,17.91224224,18.14137161,20.34852167,19.57008928,18.19269923,15.95153315,12.70898345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YBL083C","YBL083C","ORF","69713-70138","-","II",NA,NA,NA,NA,NA,53.68577998,53.15767442,52.13593059,50.91866545,47.80147976,47.48737114,47.78101605,48.938798,50.46884409,51.41576677,52.06361297,52.08642374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECM2","YBR065C","ORF","368584-369678","-","II",NA,NA,NA,NA,"0008380; 0000387; 0005634; 0000398; 0003723; 0005681; 0006397; 0005634; 0005634; 0017070; 0071006; 0036002; 0000974; 0071007; 0003674",12.8478795,12.98166481,13.12618732,13.24858723,13.42618621,13.36303992,13.30868965,13.60696646,12.87390005,12.24847433,11.71500677,11.639685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FIG1","YBR040W","ORF","316968-317864","+","II",NA,NA,NA,NA,"0009277; 0000753; 0016020; 0000324; 0000753; 0016021; 0000755; 0003674; 0043332; 0016020; 0016020; 0016021",0.549913138,0.675171953,0.840069647,1.038476458,1.35593269,1.502522261,1.748271392,2.384782937,3.055169779,3.188816003,2.822718965,1.57605574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VPS15","YBR097W","ORF","436951-441315","+","II",NA,NA,NA,NA,"0006468; 0000166; 0016310; 0000011; 0005739; 0048017; 0006623; 0000329; 0005739; 0045053; 0004674; 0006810; 0005768; 0016020; 0015031; 0032968; 0071561; 0005643; 0005794; 0005794; 0010008; 0005524; 0016301; 0004674; 0030242; 0043130; 0016740; 0006468; 0004672; 0016236; 0045324; 0034271; 0034272; 0005524; 0006914; 0005770",3.194841914,3.000665252,2.793689241,2.582012676,2.358176272,2.225501462,2.108635341,1.969312143,1.551275003,1.449693244,1.627453685,2.316686219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SHM1","YBR263W","ORF","736264-737736","+","II","folate biosynthesis; folate interconversions; folate polyglutamylation; folate transformations; glycine biosynthesis from serine; serine biosynthesis from glyoxylate",0,0.5,0.5,"0005739; 0005739; 0006730; 0009070; 0005739; 0005739; 0006730; 0004372; 0005739; 0005739; 0005739; 0016740; 0003824; 0030170; 0016740; 0006563; 0006544; 0004372; 0004372; 0006730; 0035999",158.2092181,159.2688368,160.6154949,162.1541552,164.5403159,165.7798935,166.3411843,165.2388607,166.6174208,167.7954973,168.7529221,168.9873514,605.754037,607.3952401,606.6386246,602.7150204,589.8523331,581.3092366,568.0263176,554.0597985,545.9235115,533.0010632,527.5444193,537.6940498
