Orf,Name,Annotation,GOSlim cellular component,130min,170min,Overnight
YIL157C,COA1,Mitochondrial inner membrane protein; required for assembly of the cytochrome c oxidase complex (complex IV); interacts with complex IV assembly factor Shy1p during the early stages of assembly,"cytoplasm,membrane,mitochondrial envelope,mitochondrion",0.297589639,0.167292505,-0.861841085
YGL048C,RPT6,ATPase of the 19S regulatory particle of the 26S proteasome; one of six ATPases of the regulatory particle; involved in the degradation of ubiquitinated substrates; bound by ubiquitin-protein ligases Ubr1p and Ufd4p; localized mainly to the nucleus throug,"cytoplasm,nucleus",-0.623802741,-0.547673479,-0.047392641
YFL062W,COS4,"Protein of unknown function; member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins","cytoplasm,membrane,nucleus,vacuole",-1.756074631,-0.073204666,1.126038377
YLR117C,CLF1,"Member of the NineTeen Complex (NTC); this complex contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2, U5, and U6 snRNAs; homolog of Drosophila crooked neck protein; interacts with U1 snRNP proteins","chromosome,nucleus",-0.240354006,0.016553974,2.0359052
YGR078C,PAC10,Part of the heteromeric co-chaperone GimC/prefoldin complex; complex promotes efficient protein folding,cytoplasm,-0.019487649,0.123013647,-0.605876427
YDL170W,UGA3,Transcriptional activator for GABA-dependent induction of GABA genes; binds to DNA elements found in the promoters of target genes and increases their expression in the presence of GABA (gamma-aminobutyrate); zinc finger transcription factor of the Zn(2)-,nucleus,-0.719856255,-0.023444459,-0.219728425
YDR077W,SED1,"Major stress-induced structural GPI-cell wall glycoprotein; associates with translating ribosomes, possible role in mitochondrial genome maintenance; ORF contains two distinct variable minisatellites; SED1 has a paralog, SPI1, that arose from the whole ge","cell wall,cytoplasm,mitochondrion,ribosome",0.203525998,0.028095863,-3.362769266
YJL155C,FBP26,"Fructose-2,6-bisphosphatase, required for glucose metabolism; protein abundance increases in response to DNA replication stress",cytoplasm,-0.402889533,0.183704392,-0.398769974
YKR066C,CCP1,"Mitochondrial cytochrome-c peroxidase; degrades reactive oxygen species in mitochondria, involved in the response to oxidative stress","cytoplasm,mitochondrial envelope,mitochondrion",-0.072541869,0.621929444,1.151073039
YML104C,MDM1,Intermediate filament protein; required for nuclear and mitochondrial transmission to daughter buds; contains a Phox homology (PX) domain and specifically binds phosphatidylinositol 3-phosphate (PtdIns-3-P),"cytoplasm,cytoskeleton,membrane",0.294533265,0.266294936,0.249105266
YOR329C,SCD5,Protein required for normal actin organization and endocytosis; targeting subunit for protein phosphatase type 1; undergoes Crm1p-dependent nuclear-cytoplasmic shuttling; multicopy suppressor of clathrin deficiency,"cell cortex,cytoplasm,cytoskeleton,nucleus",,0.29790053,0.535096539
YOR185C,GSP2,"GTP binding protein (mammalian Ranp homolog); involved in the maintenance of nuclear organization, RNA processing and transport; interacts with Kap121p, Kap123p and Pdr6p (karyophilin betas); not required for viability; protein abundance increases in resp","membrane,nucleus",0.569093624,0.438253393,-0.10746192
YKR002W,PAP1,"Poly(A) polymerase; one of three factors required for mRNA 3'-end polyadenylation, forms multiprotein complex with polyadenylation factor I (PF I), also required for mRNA nuclear export; may also polyadenylate rRNAs; required for gene looping",nucleus,-0.528096695,-0.39843364,-0.235660887
YIL066C,RNR3,"Minor isoform of large subunit of ribonucleotide-diphosphate reductase; the RNR complex catalyzes rate-limiting step in dNTP synthesis, regulated by DNA replication and DNA damage checkpoint pathways via localization of small subunits; RNR3 has a paralog,","cytoplasm,mitochondrion",0.273391364,0.252546753,1.130032636
YMR284W,YKU70,"Subunit of the telomeric Ku complex (Yku70p-Yku80p); involved in telomere length maintenance, structure and telomere position effect; required for localization of telomerase ribonucleoprotein to nucleus via interaction with the TLC1 guide RNA; relocates t","chromosome,endomembrane system,nucleus",0.013118284,-0.033976076,-0.365435892
YGR120C,COG2,Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments; the components of the Golgi complex are Gog1p through Cog8p,"Golgi apparatus,cytoplasm,endomembrane system,membrane",0.029522267,-0.495022488,0.170049985
YPL038W,MET31,Zinc-finger DNA-binding transcription factor; targets strong transcriptional activator Met4p to promoters of sulfur metabolic genes; involved in transcriptional regulation of the methionine biosynthetic genes; feedforward loop controlling expression of ME,"cytoplasm,nucleus",0.721518319,0.557473358,0.599016525
YNL083W,SAL1,"ADP/ATP transporter; member of the Ca2+-binding subfamily of mitochondrial carriers, with two EF-hand motifs; transport activity of either Sal1p or Pet9p is critical for viability; polymorphic in different S. cerevisiae strains","cytoplasm,membrane,mitochondrial envelope,mitochondrion",0.02797037,0.093839953,-1.230172975
YKR092C,SRP40,Nucleolar serine-rich protein; role in preribosome assembly or transport; may function as a chaperone of small nucleolar ribonucleoprotein particles (snoRNPs); immunologically and structurally to rat Nopp140,"nucleolus,nucleus",0.607484109,1.373500877,-0.352513834
YPL108W,YPL108W,Cytoplasmic protein of unknown function; non-essential gene that is induced in a GDH1 deleted strain with altered redox metabolism; GFP-fusion protein is induced in response to the DNA-damaging agent MMS,cytoplasm,0.648351113,-0.148695317,0.857922208
YGL225W,VRG4,"Golgi GDP-mannose transporter; regulates Golgi function and glycosylation in Golgi; VRG4 has a paralog, HVG1, that arose from the whole genome duplication","Golgi apparatus,cytoplasm,endomembrane system,membrane,mitochondrion",-1.193334514,-0.895611971,-0.231621371
YGL135W,RPL1B,"Ribosomal 60S subunit protein L1B; N-terminally acetylated; homologous to mammalian ribosomal protein L10A and bacterial L1; RPL1B has a paralog, RPL1A, that arose from the whole genome duplication; rpl1a rpl1b double null mutation is lethal","cytoplasm,ribosome",-1.083984634,-0.916648609,-0.285539381
YDL025C,RTK1,"Putative protein kinase, potentially phosphorylated by Cdc28p; interacts with ribosome biogenesis factors, Cka2, Gus1 and Arc1; protein abundance increases in response to DNA replication stress",cellular_component,0.913752429,1.301198685,0.01808262
YOR191W,ULS1,"Swi2/Snf2-related translocase, SUMO-Targeted Ubiquitin Ligase (STUbL); required for maintenance of NHEJ inhibition at telomeres; functions at telomeres to translocate and ubiquitinylate poly-sumoylated Rap1p for proteosomal degradation; plays role in anta","cytoplasm,mitochondrion,nucleolus,nucleus",0.251417629,0.090845361,0.928919623
YGL038C,OCH1,Mannosyltransferase of the cis-Golgi apparatus; initiates the polymannose outer chain elongation of N-linked oligosaccharides of glycoproteins,"Golgi apparatus,cytoplasm,endomembrane system",0.009001212,-0.337865586,-1.691837289
YDR345C,HXT3,"Low affinity glucose transporter of the major facilitator superfamily; expression is induced in low or high glucose conditions; HXT3 has a paralog, HXT5, that arose from the whole genome duplication","membrane,plasma membrane",-0.799374502,-1.175767277,-0.949258083
YDL077C,VAM6,"Subunit of the HOPS endocytic tethering complex; vacuole membrane protein that functions as a Rab GTPase effector, interacting with both GTP- and GDP-bound conformations of Ypt7p, facilitating tethering and promoting several membrane fusion events at the ","cytoplasm,membrane,vacuole",-0.342175507,0.359215825,0.481116747
YER048W-A,ISD11,Cysteine desulfurase (Nfs1p) activator; essential for the formation of the persulfide intermediate at the desulfurase active site during pyridoxal phosphate-dependent desulfuration of cysteine; required for mitochondrial iron-sulfur cluster biosynthesis; ,"cytoplasm,membrane,mitochondrial envelope,mitochondrion",0.145723651,0.487469329,0.378075883
YDR478W,SNM1,Ribonuclease MRP complex subunit; ribonuclease (RNase) MRP cleaves pre-rRNA and has a role in cell cycle-regulated degradation of daughter cell-specific mRNAs; binds to the NME1 RNA subunit of RNase MRP,other,-0.174887181,-0.004432638,-1.214921209
YNR026C,SEC12,"Guanine nucleotide exchange factor (GEF); activates Sar1p by catalyzing the exchange of GDP for GTP; required for the initiation of COPII vesicle formation in ER to Golgi transport; glycosylated integral membrane protein of the ER; SEC12 has a paralog, SE","Golgi apparatus,cytoplasm,endomembrane system,endoplasmic reticulum",-0.334870714,0.447954889,-1.072394439
YLR417W,VPS36,Component of the ESCRT-II complex; contains the GLUE (GRAM Like Ubiquitin binding in EAP45) domain which is involved in interactions with ESCRT-I and ubiquitin-dependent sorting of proteins into the endosome; plays a role in the formation of mutant huntin,"cytoplasm,endomembrane system,membrane",-1.2866814,-0.578214495,0.484223301
YML127W,RSC9,Component of the RSC chromatin remodeling complex; DNA-binding protein involved in the synthesis of rRNA and in transcriptional repression and activation of genes regulated by the Target of Rapamycin (TOR) pathway,nucleus,0.285264578,0.842657655,0.63825231
YNL317W,PFS2,Integral subunit of the pre-mRNA CPF complex; the cleavage and polyadenylation factor (CPF) complex plays an essential role in mRNA 3'-end formation by bridging different processing factors and thereby promoting the assembly of the processing complex,nucleus,0.521157062,0.02757713,-0.413907888
YMR129W,POM152,"Glycoprotein subunit of transmembrane ring of nuclear pore complex; contributes to nucleocytoplasmic transport, nuclear pore complex (NPC) biogenesis and spindle pole body duplication; homologous to human NUP210","cytoplasm,endomembrane system,membrane,mitochondrion,nucleus",-0.541817784,-0.068545338,0.964104446
YGR253C,PUP2,Alpha 5 subunit of the 20S proteasome; involved in ubiquitin-dependent catabolism; human homolog is subunit zeta,"cytoplasm,endomembrane system,membrane,nucleus",0.209715531,0.082109656,0.106645564
YGL232W,TAN1,Putative tRNA acetyltransferase; RNA-binding protein required for the formation of the modified nucleoside N(4)-acetylcytidine in serine and leucine tRNAs but not required for the same modification in 18S rRNA; protein abundance increases in response to D,"cytoplasm,nucleus",0.196385193,-0.178472748,0.234315879
YHR011W,DIA4,Probable mitochondrial seryl-tRNA synthetase; mutant displays increased invasive and pseudohyphal growth,"cytoplasm,mitochondrion",,-2.420289985,
YMR232W,FUS2,Cell fusion regulator; cytoplasmic protein localized to shmoo tip; required for alignment of parental nuclei before nuclear fusion during mating; contains a Dbl-homology domain; binds specifically with activated Cdc42p,"cytoplasm,mitochondrion,nucleus,site of polarized growth",-0.451720941,-0.063461438,1.542995677
YOL019W,YOL019W,"Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery and vacuole; YOL019W has a paralog, DCV1, that arose from the whole genome duplication","cytoplasm,membrane,plasma membrane,vacuole",0.213229438,-0.258533124,-0.033068599
YNL110C,NOP15,Constituent of 66S pre-ribosomal particles; involved in 60S ribosomal subunit biogenesis; localizes to both nucleolus and cytoplasm,"nucleolus,nucleus",-0.386014245,-0.816230537,-1.312556974
YLR380W,CSR1,Phosphatidylinositol transfer protein; has a potential role in regulating lipid and fatty acid metabolism under heme-depleted conditions; interacts specifically with thioredoxin peroxidase; may have a role in oxidative stress resistance; protein abundance,"cytoplasm,endomembrane system,membrane,mitochondrion",-0.448004495,0.025920518,0.512299168
YOR059C,LPL1,Phospholipase; contains lipase specific GXSXG motif; maintains lipid droplet (LD) morphology; induced by transcription factor Rpn4p; protein abundance increases in response to DNA replication stress,other,0.088336724,0.100372727,-0.051170438
YOR323C,PRO2,Gamma-glutamyl phosphate reductase; catalyzes the second step in proline biosynthesis,"cytoplasm,nucleus",-0.308263431,-1.003274911,-0.429656876
YOR083W,WHI5,"Repressor of G1 transcription; binds to SCB binding factor (SBF) at SCB target promoters in early G1; phosphorylation of Whi5p by the CDK, Cln3p/Cdc28p relieves repression and promoter binding by Whi5; periodically expressed in G1; WHI5 has a paralog, SRL","cytoplasm,nucleus",-0.306320551,-0.362960754,0.518248346
YMR164C,MSS11,Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcripti,nucleus,-0.41579988,-0.350145498,-0.818844318
YOR281C,PLP2,Protein that interacts with the CCT complex to stimulate actin folding; has similarity to phosducins; null mutant lethality is complemented by mouse phosducin-like protein MgcPhLP; CCT is short for chaperonin containing TCP-1; essential gene,cytoplasm,-0.115795231,-0.698353845,-0.488549484
