"Feature","Feature.Systematic.Name","Feature.Type","Coordinates","Strand","ChrN"
"DSE3","YOR264W","ORF","818866-820158","+","XV"
"RBL2","YOR265W","ORF","820454-820774","+","XV"
"PNT1","YOR266W","ORF","821023-822294","+","XV"
"HRK1","YOR267C","ORF","822588-824867","-","XV"
"YOR268C","YOR268C","ORF","825534-825932","-","XV"
"PAC1","YOR269W","ORF","826385-827869","+","XV"
"VPH1","YOR270C","ORF","828052-830574","-","XV"
"FSF1","YOR271C","ORF","831059-832042","-","XV"
"SNR8","snR8","snoRNA_gene","832332-832521","+","XV"
"YTM1","YOR272W","ORF","832813-834195","+","XV"
"TPO4","YOR273C","ORF","834452-836431","-","XV"
"MOD5","YOR274W","ORF","837674-838960","+","XV"
"RIM20","YOR275C","ORF","839084-841069","-","XV"
"CAF20","YOR276W","ORF","841333-841818","+","XV"
"YOR277C","YOR277C","ORF","841515-841823","-","XV"
"SNR31","snR31","snoRNA_gene","841958-842182","-","XV"
"SNR5","snR5","snoRNA_gene","842403-842606","+","XV"
"HEM4","YOR278W","ORF","842817-843644","+","XV"
"RFM1","YOR279C","ORF","843698-844630","-","XV"
"FSH3","YOR280C","ORF","844992-845792","-","XV"
"PLP2","YOR281C","ORF","846269-847129","-","XV"
"YOR282W","YOR282W","ORF","847000-847320","+","XV"
"YOR283W","YOR283W","ORF","847453-848145","+","XV"
"HUA2","YOR284W","ORF","848478-849209","+","XV"
"RDL1","YOR285W","ORF","849635-850054","+","XV"
"RDL2","YOR286W","ORF","850280-850729","+","XV"
"RRP36","YOR287C","ORF","850937-851839","-","XV"
"MPD1","YOR288C","ORF","852121-853077","-","XV"
"YOR289W","YOR289W","ORF","853357-854112","+","XV"
"tA(UGC)O","tA(UGC)O","tRNA_gene","854187-854259","-","XV"
"YORWsigma3","YORWsigma3","long_terminal_repeat","854275-854614","+","XV"
"SNF2","YOR290C","ORF","855147-860258","-","XV"
"YPK9","YOR291W","ORF","861175-865593","+","XV"
"YOR292C","YOR292C","ORF","865653-866582","-","XV"
"RPS10A","YOR293W","ORF","867098-867852","+","XV"
"YOR293C-A","YOR293C-A","ORF","867998-868147","-","XV"
"RRS1","YOR294W","ORF","868340-868951","+","XV"
"UAF30","YOR295W","ORF","869208-869894","+","XV"
"YOR296W","YOR296W","ORF","870202-874071","+","XV"
"ARS1526","ARS1526","ARS","874251-874412","0","XV"
"TIM18","YOR297C","ORF","874743-875321","-","XV"
"MUM3","YOR298W","ORF","875599-877038","+","XV"
"MBF1","YOR298C-A","ORF","877230-877685","-","XV"
"BUD7","YOR299W","ORF","878435-880675","+","XV"
"YOR300W","YOR300W","ORF","880575-880883","+","XV"
"RAX1","YOR301W","ORF","880965-882272","+","XV"
"YOR302W","YOR302W","ORF","882765-882842","+","XV"
"CPA1","YOR303W","ORF","882899-884134","+","XV"
"ISW2","YOR304W","ORF","884514-887876","+","XV"
"BIL1","YOR304C-A","ORF","888520-888750","-","XV"
"RRG7","YOR305W","ORF","889022-889750","+","XV"
"MCH5","YOR306C","ORF","889867-891432","-","XV"
"SLY41","YOR307C","ORF","892731-894092","-","XV"
"SNU66","YOR308C","ORF","894624-896387","-","XV"
"YOR309C","YOR309C","ORF","896698-897078","-","XV"
"NOP58","YOR310C","ORF","896825-898360","-","XV"
"DGK1","YOR311C","ORF","899056-899928","-","XV"
"RPL20B","YOR312C","ORF","900250-901194","-","XV"
"SPS4","YOR313C","ORF","901858-902874","-","XV"
"YOR314W","YOR314W","ORF","903043-903372","+","XV"
"YOR314W-A","YOR314W-A","ORF","904458-904568","+","XV"
"SFG1","YOR315W","ORF","904760-905800","+","XV"
"COT1","YOR316C","ORF","906236-907555","-","XV"
"YOR316C-A","YOR316C-A","ORF","907726-907935","-","XV"
"ARS1528","ARS1528","ARS","908296-908544","0","XV"
"FAA1","YOR317W","ORF","909343-911445","+","XV"
"YOR318C","YOR318C","ORF","911784-912436","-","XV"
"HSH49","YOR319W","ORF","912822-913463","+","XV"
"GNT1","YOR320C","ORF","913619-915094","-","XV"
"PMT3","YOR321W","ORF","916030-918291","+","XV"
"LDB19","YOR322C","ORF","918606-921062","-","XV"
"PRO2","YOR323C","ORF","921535-922905","-","XV"
"FRT1","YOR324C","ORF","923232-925040","-","XV"
"YOR325W","YOR325W","ORF","924577-925050","+","XV"
"MYO2","YOR326W","ORF","925721-930445","+","XV"
"SNC2","YOR327C","ORF","930734-931081","-","XV"
"PDR10","YOR328W","ORF","931803-936497","+","XV"
"SCD5","YOR329C","ORF","936731-939349","-","XV"
"YOR329W-A","YOR329W-A","ORF","939348-939557","+","XV"
"MIP1","YOR330C","ORF","939621-943385","-","XV"
"YOR331C","YOR331C","ORF","943565-944122","-","XV"
"VMA4","YOR332W","ORF","943656-944357","+","XV"
"YOR333C","YOR333C","ORF","944541-944957","-","XV"
"MRS2","YOR334W","ORF","944596-946008","+","XV"
"ALA1","YOR335C","ORF","946233-949109","-","XV"
"YOR335W-A","YOR335W-A","ORF","946568-946648","+","XV"
"KRE5","YOR336W","ORF","949773-953870","+","XV"
"TEA1","YOR337W","ORF","954344-956623","+","XV"
"YOR338W","YOR338W","ORF","956898-957989","+","XV"
"UBC11","YOR339C","ORF","958362-958832","-","XV"
"RPA43","YOR340C","ORF","959202-960182","-","XV"
"RPA190","YOR341W","ORF","960987-965981","+","XV"
"YOR342C","YOR342C","ORF","966666-967625","-","XV"
"YOR343C","YOR343C","ORF","968148-968474","-","XV"
"YORWsigma4","YORWsigma4","long_terminal_repeat","968991-969301","+","XV"
"YORWdelta22","YORWdelta22","long_terminal_repeat","969293-969431","+","XV"
"YORWdelta23","YORWdelta23","long_terminal_repeat","970286-970617","+","XV"
"YORWTy2-2","YORWTy2-2","LTR_retrotransposon","970286-976244","+","XV"
"YOR343W-A","YOR343W-A","transposable_element_gene","970578-971894","+","XV"
"YOR343W-B","YOR343W-B","transposable_element_gene","970578-975891","+","XV"
"YORWdelta24","YORWdelta24","long_terminal_repeat","975913-976244","+","XV"
"EMT2","tM(CAU)O2","tRNA_gene","976421-976493","+","XV"
"TYE7","YOR344C","ORF","977194-978069","-","XV"
"YORCdelta25","YORCdelta25","long_terminal_repeat","980259-980590","-","XV"
"tP(UGG)O3","tP(UGG)O3","tRNA_gene","980683-980787","+","XV"
"ARS1529","ARS1529","ARS","981462-981697","0","XV"
"YOR345C","YOR345C","ORF","981812-982162","-","XV"
"REV1","YOR346W","ORF","981828-984785","+","XV"
"PYK2","YOR347C","ORF","984942-986462","-","XV"
"PUT4","YOR348C","ORF","986899-988782","-","XV"
"CIN1","YOR349W","ORF","989789-992833","+","XV"
"MNE1","YOR350C","ORF","992864-994855","-","XV"
"MEK1","YOR351C","ORF","995018-996511","-","XV"
"TFB6","YOR352W","ORF","997213-998244","+","XV"
"SOG2","YOR353C","ORF","998453-1000828","-","XV"
"MSC6","YOR354C","ORF","1001147-1003225","-","XV"
"GDS1","YOR355W","ORF","1005137-1006705","+","XV"
"CIR2","YOR356W","ORF","1007221-1009116","+","XV"
"SNX3","YOR357C","ORF","1009224-1009712","-","XV"
"HAP5","YOR358W","ORF","1010161-1010889","+","XV"
"VTS1","YOR359W","ORF","1011189-1012760","+","XV"
"PDE2","YOR360C","ORF","1013241-1014821","-","XV"
"PRT1","YOR361C","ORF","1015361-1017652","-","XV"
"PRE10","YOR362C","ORF","1017880-1018746","-","XV"
"PIP2","YOR363C","ORF","1020222-1023212","-","XV"
"YOR364W","YOR364W","ORF","1023371-1023739","+","XV"
"YOR365C","YOR365C","ORF","1023461-1025572","-","XV"
"YOR366W","YOR366W","ORF","1025256-1025609","+","XV"
"SCP1","YOR367W","ORF","1026007-1026609","+","XV"
"RAD17","YOR368W","ORF","1026843-1028048","+","XV"
"RPS12","YOR369C","ORF","1028194-1028625","-","XV"
"MRS6","YOR370C","ORF","1029183-1030994","-","XV"
"GPB1","YOR371C","ORF","1031489-1034182","-","XV"
"NDD1","YOR372C","ORF","1034807-1036471","-","XV"
"NUD1","YOR373W","ORF","1036834-1039389","+","XV"
"ALD4","YOR374W","ORF","1039840-1041399","+","XV"
"GDH1","YOR375C","ORF","1041678-1043042","-","XV"
"YOR376W","YOR376W","ORF","1043191-1043559","+","XV"
"YOR376W-A","YOR376W-A","ORF","1045196-1045351","+","XV"
"ATF1","YOR377W","ORF","1046226-1047803","+","XV"
"AMF1","YOR378W","ORF","1049511-1051058","+","XV"
"YOR379C","YOR379C","ORF","1050726-1051064","-","XV"
"RDR1","YOR380W","ORF","1051290-1052930","+","XV"
"FRE3","YOR381W","ORF","1055545-1057680","+","XV"
"YOR381W-A","YOR381W-A","ORF","1058423-1058590","+","XV"
"FIT2","YOR382W","ORF","1059531-1059992","+","XV"
"FIT3","YOR383C","ORF","1060441-1061055","-","XV"
"FRE5","YOR384W","ORF","1061564-1063648","+","XV"
"YOR385W","YOR385W","ORF","1065043-1065915","+","XV"
"PHR1","YOR386W","ORF","1066839-1068536","+","XV"
"YOR387C","YOR387C","ORF","1069621-1070241","-","XV"
"FDH1","YOR388C","ORF","1071793-1072923","-","XV"
"YOR389W","YOR389W","ORF","1074213-1076087","+","XV"
"FEX1","YOR390W","ORF","1076784-1077911","+","XV"
"HSP33","YOR391C","ORF","1078545-1079258","-","XV"
"YOR392W","YOR392W","ORF","1079282-1079725","+","XV"
"ERR1","YOR393W","ORF","1080276-1081589","+","XV"
"PAU21","YOR394W","ORF","1082718-1083212","+","XV"
"TEL15R","TEL15R","telomere","1083922-1091291","+","XV"
"YOR394C-A","YOR394C-A","ORF","1084202-1084369","-","XV"
"YRF1-8","YOR396W","ORF","1085473-1090863","+","XV"
"YOR396C-A","YOR396C-A","ORF","1090015-1090497","-","XV"
"TEL16L","TEL16L","telomere","1-7223","-","XVI"
"YRF1-7","YPL283C","ORF","280-6007","-","XVI"
"YPL283W-B","YPL283W-B","ORF","643-1125","+","XVI"
"YPL283W-A","YPL283W-A","ORF","1426-2001","+","XVI"
"PAU22","YPL282C","ORF","7933-8427","-","XVI"
"ERR2","YPL281C","ORF","9557-10870","-","XVI"
"HSP32","YPL280W","ORF","11887-12600","+","XVI"
"FEX2","YPL279C","ORF","13228-14355","-","XVI"
"YPL278C","YPL278C","ORF","15053-15355","-","XVI"
"YPL277C","YPL277C","ORF","15405-16868","-","XVI"
"YPL276W","YPL276W","pseudogene","17948-18385","+","XVI"
"FDH2","YPL275W","pseudogene","18369-19079","+","XVI"
"ARS1603","ARS1603","ARS","18370-19069","0","XVI"
"SAM3","YPL274W","ORF","22938-24701","+","XVI"
"SAM4","YPL273W","ORF","25087-26064","+","XVI"
"PBI1","YPL272C","ORF","26611-28164","-","XVI"
"ATP15","YPL271W","ORF","30079-30267","+","XVI"
"MDL2","YPL270W","ORF","30482-32803","+","XVI"
"KAR9","YPL269W","ORF","33013-34947","+","XVI"
"PLC1","YPL268W","ORF","35236-37845","+","XVI"
"ACM1","YPL267W","ORF","38169-38798","+","XVI"
"DIM1","YPL266W","ORF","39121-40077","+","XVI"
"DIP5","YPL265W","ORF","41043-42869","+","XVI"
"ARS1604","ARS1604","ARS","42977-43212","0","XVI"
"YPL264C","YPL264C","ORF","43283-44344","-","XVI"
"KEL3","YPL263C","ORF","44551-46506","-","XVI"
"FUM1","YPL262W","ORF","47336-48802","+","XVI"
"YPL261C","YPL261C","ORF","48996-49304","-","XVI"
"YPL260W","YPL260W","ORF","49303-50958","+","XVI"
"APM1","YPL259C","ORF","51244-52671","-","XVI"
"THI21","YPL258C","ORF","53498-55153","-","XVI"
"YPLCdelta1","YPLCdelta1","long_terminal_repeat","55657-55858","-","XVI"
"tW(CCA)P","tW(CCA)P","tRNA_gene","56169-56274","-","XVI"
"YPLWsigma1","YPLWsigma1","long_terminal_repeat","56290-56358","+","XVI"
"YPLWdelta2","YPLWdelta2","long_terminal_repeat","56409-56451","+","XVI"
"YPLWdelta3","YPLWdelta3","long_terminal_repeat","56452-56788","+","XVI"
"YPLWTy1-1","YPLWTy1-1","LTR_retrotransposon","56452-62375","+","XVI"
"YPL257W-B","YPL257W-B","transposable_element_gene","56748-62016","+","XVI"
"YPL257W-A","YPL257W-A","transposable_element_gene","56748-58070","+","XVI"
"YPLWdelta4","YPLWdelta4","long_terminal_repeat","62039-62375","+","XVI"
"YPLWdelta5","YPLWdelta5","long_terminal_repeat","62389-62720","+","XVI"
"YPLWdelta6","YPLWdelta6","long_terminal_repeat","62724-63006","+","XVI"
"YPL257W","YPL257W","ORF","63279-63860","+","XVI"
"CLN2","YPL256C","ORF","64977-66614","-","XVI"
"BBP1","YPL255W","ORF","67725-68882","+","XVI"
"HFI1","YPL254W","ORF","69485-70951","+","XVI"
"VIK1","YPL253C","ORF","71063-73006","-","XVI"
"ARS1605","ARS1605","ARS","73032-73227","0","XVI"
"YAH1","YPL252C","ORF","73363-73881","-","XVI"
"YPL251W","YPL251W","ORF","73625-73927","+","XVI"
"ATG41","YPL250C","ORF","74309-74719","-","XVI"
"RPL36B","YPL249C-A","ORF","75699-76239","-","XVI"
"YPL250W-A","YPL250W-A","ORF","75702-75989","+","XVI"
"GYP5","YPL249C","ORF","76669-79353","-","XVI"
"GAL4","YPL248C","ORF","79711-82356","-","XVI"
"YPL247C","YPL247C","ORF","82625-84196","-","XVI"
"RBD2","YPL246C","ORF","84509-85297","-","XVI"
"YPL245W","YPL245W","ORF","85586-86950","+","XVI"
"HUT1","YPL244C","ORF","87014-88033","-","XVI"
"SRP68","YPL243W","ORF","88517-90316","+","XVI"
"IQG1","YPL242C","ORF","90622-95109","-","XVI"
"CIN2","YPL241C","ORF","95372-96258","-","XVI"
"HSP82","YPL240C","ORF","96496-98625","-","XVI"
"YAR1","YPL239W","ORF","99484-100086","+","XVI"
"YPL238C","YPL238C","ORF","100474-100863","-","XVI"
"SUI3","YPL237W","ORF","100496-101353","+","XVI"
"ENV7","YPL236C","ORF","101608-102702","-","XVI"
"RVB2","YPL235W","ORF","103232-104647","+","XVI"
"VMA11","YPL234C","ORF","104946-105440","-","XVI"
"NSL1","YPL233W","ORF","106172-106822","+","XVI"
"SSO1","YPL232W","ORF","107275-108147","+","XVI"
"FAS2","YPL231W","ORF","108652-114315","+","XVI"
"USV1","YPL230W","ORF","115312-116487","+","XVI"
"ARS1607","ARS1607","ARS","116566-116680","0","XVI"
"YPL229W","YPL229W","ORF","117067-117687","+","XVI"
"CET1","YPL228W","ORF","118382-120031","+","XVI"
"ALG5","YPL227C","ORF","120163-121167","-","XVI"
"NEW1","YPL226W","ORF","121767-125357","+","XVI"
"YPL225W","YPL225W","ORF","126006-126446","+","XVI"
"MMT2","YPL224C","ORF","126634-128088","-","XVI"
"GRE1","YPL223C","ORF","128632-129138","-","XVI"
"FMP40","YPL222W","ORF","130162-132228","+","XVI"
"YPL222C-A","YPL222C-A","ORF","131870-132115","-","XVI"
"FLC1","YPL221W","ORF","133043-135424","+","XVI"
"RPL1A","YPL220W","ORF","135790-136443","+","XVI"
"PCL8","YPL219W","ORF","136750-138228","+","XVI"
"SAR1","YPL218W","ORF","138698-139409","+","XVI"
"BMS1","YPL217C","ORF","139620-143171","-","XVI"
"YPL216W","YPL216W","ORF","143821-147129","+","XVI"
"CBP3","YPL215W","ORF","147416-148423","+","XVI"
"THI6","YPL214C","ORF","148569-150191","-","XVI"
"LEA1","YPL213W","ORF","150614-151330","+","XVI"
"PUS1","YPL212C","ORF","151515-153149","-","XVI"
"NIP7","YPL211W","ORF","153495-154040","+","XVI"
"SRP72","YPL210C","ORF","154290-156212","-","XVI"
"IPL1","YPL209C","ORF","156490-157593","-","XVI"
"RKM1","YPL208W","ORF","157842-159593","+","XVI"
"TYW1","YPL207W","ORF","159909-162341","+","XVI"
"ARS1608","ARS1608","ARS","162341-162632","0","XVI"
"PGC1","YPL206C","ORF","162632-163597","-","XVI"
"YPL205C","YPL205C","ORF","163922-164266","-","XVI"
"HRR25","YPL204W","ORF","164276-165760","+","XVI"
"TPK2","YPL203W","ORF","166256-167398","+","XVI"
"AFT2","YPL202C","ORF","168088-169338","-","XVI"
"YIG1","YPL201C","ORF","169770-171155","-","XVI"
"CSM4","YPL200W","ORF","171484-171954","+","XVI"
"YPL199C","YPL199C","ORF","172033-172755","-","XVI"
"RPL7B","YPL198W","ORF","173152-174702","+","XVI"
"SNR59","snR59","snoRNA_gene","173827-173904","+","XVI"
"YPL197C","YPL197C","ORF","174343-174756","-","XVI"
"OXR1","YPL196W","ORF","175043-175864","+","XVI"
"APL5","YPL195W","ORF","176223-179021","+","XVI"
"DDC1","YPL194W","ORF","179277-181115","+","XVI"
"RSA1","YPL193W","ORF","181403-182548","+","XVI"
"PRM3","YPL192C","ORF","182655-183056","-","XVI"
"YPL191C","YPL191C","ORF","183597-184679","-","XVI"
"NAB3","YPL190C","ORF","185317-187725","-","XVI"
"COA2","YPL189C-A","ORF","188307-188513","-","XVI"
"GUP2","YPL189W","ORF","189154-190983","+","XVI"
"POS5","YPL188W","ORF","191406-192650","+","XVI"
"MF(ALPHA)1","YPL187W","ORF","193648-194145","+","XVI"
"UIP4","YPL186C","ORF","194512-195426","-","XVI"
"YPL185W","YPL185W","ORF","195253-195648","+","XVI"
"MRN1","YPL184C","ORF","195950-197788","-","XVI"
"RTC6","YPL183W-A","ORF","199095-199376","+","XVI"
"RTT10","YPL183C","ORF","199495-202536","-","XVI"
"YPL182C","YPL182C","ORF","203306-203689","-","XVI"
"CTI6","YPL181W","ORF","203421-204941","+","XVI"
"TCO89","YPL180W","ORF","205248-207647","+","XVI"
"PPQ1","YPL179W","ORF","208157-209806","+","XVI"
"tE(UUC)P","tE(UUC)P","tRNA_gene","210192-210263","-","XVI"
"YPLWdelta7","YPLWdelta7","long_terminal_repeat","210451-210771","+","XVI"
"YPLWdelta8","YPLWdelta8","long_terminal_repeat","211577-211898","+","XVI"
"CBC2","YPL178W","ORF","212158-212784","+","XVI"
"CUP9","YPL177C","ORF","213042-213962","-","XVI"
"TRE1","YPL176C","ORF","216012-218363","-","XVI"
"SPT14","YPL175W","ORF","218630-220088","+","XVI"
"ARS1611","ARS1611","ARS","220088-220167","0","XVI"
"NIP100","YPL174C","ORF","220167-222773","-","XVI"
"MRPL40","YPL173W","ORF","223143-224036","+","XVI"
"COX10","YPL172C","ORF","224353-225741","-","XVI"
"OYE3","YPL171C","ORF","226169-227371","-","XVI"
"DAP1","YPL170W","ORF","228314-228772","+","XVI"
"MEX67","YPL169C","ORF","229039-230838","-","XVI"
"MRX4","YPL168W","ORF","231217-232509","+","XVI"
"REV3","YPL167C","ORF","232593-237107","-","XVI"
"ATG29","YPL166W","ORF","237338-237979","+","XVI"
"SET6","YPL165C","ORF","237956-239077","-","XVI"
"MLH3","YPL164C","ORF","239350-241497","-","XVI"
"SVS1","YPL163C","ORF","241918-242700","-","XVI"
"YPL162C","YPL162C","ORF","243206-244027","-","XVI"
"BEM4","YPL161C","ORF","244319-246220","-","XVI"
"CDC60","YPL160W","ORF","246990-250262","+","XVI"
"PET20","YPL159C","ORF","250907-251668","-","XVI"
"AIM44","YPL158C","ORF","252034-254310","-","XVI"
"TGS1","YPL157W","ORF","254814-255761","+","XVI"
"PRM4","YPL156C","ORF","255913-256767","-","XVI"
"KIP2","YPL155C","ORF","257216-259336","-","XVI"
"PEP4","YPL154C","ORF","259714-260931","-","XVI"
"ARS1612","ARS1612","ARS","260931-261727","0","XVI"
"RAD53","YPL153C","ORF","261727-264192","-","XVI"
"YPL152W-A","YPL152W-A","ORF","264602-264700","+","XVI"
"RRD2","YPL152W","ORF","265028-266104","+","XVI"
"PRP46","YPL151C","ORF","266180-267535","-","XVI"
"YPL150W","YPL150W","ORF","268188-270893","+","XVI"
"ATG5","YPL149W","ORF","271310-272194","+","XVI"
"PPT2","YPL148C","ORF","272294-272815","-","XVI"
"PXA1","YPL147W","ORF","273255-275867","+","XVI"
"NOP53","YPL146C","ORF","276162-277529","-","XVI"
"KES1","YPL145C","ORF","278395-279699","-","XVI"
"POC4","YPL144W","ORF","280480-280926","+","XVI"
"SNR17B","snR17b","snoRNA_gene","281056-281517","-","XVI"
"RPL33A","YPL143W","ORF","282122-282970","+","XVI"
"YPL142C","YPL142C","ORF","282686-283003","-","XVI"
"FRK1","YPL141C","ORF","283464-286061","-","XVI"
"MKK2","YPL140C","ORF","287514-289034","-","XVI"
"ARS1614","ARS1614","ARS","289485-289705","0","XVI"
"UME1","YPL139C","ORF","289669-291051","-","XVI"
"SPP1","YPL138C","ORF","291366-292427","-","XVI"
"GIP3","YPL137C","ORF","292817-296647","-","XVI"
"YPL136W","YPL136W","ORF","296286-296654","+","XVI"
"ISU1","YPL135W","ORF","297553-298050","+","XVI"
"YPL135C-A","YPL135C-A","ORF","297678-297851","-","XVI"
"ODC1","YPL134C","ORF","298571-299503","-","XVI"
"RDS2","YPL133C","ORF","299888-301228","-","XVI"
"COX11","YPL132W","ORF","301716-302618","+","XVI"
"RPL5","YPL131W","ORF","303121-304014","+","XVI"
"SPO19","YPL130W","ORF","304387-305058","+","XVI"
"TAF14","YPL129W","ORF","305298-306137","+","XVI"
"TBF1","YPL128C","ORF","306533-308221","-","XVI"
"HHO1","YPL127C","ORF","308828-309604","-","XVI"
"NAN1","YPL126W","ORF","310210-312900","+","XVI"
"KAP120","YPL125W","ORF","313388-316486","+","XVI"
"SPC29","YPL124W","ORF","316755-317516","+","XVI"
"RNY1","YPL123C","ORF","317641-318945","-","XVI"
"TFB2","YPL122C","ORF","319226-320767","-","XVI"
"MEI5","YPL121C","ORF","320962-321630","-","XVI"
"VPS30","YPL120W","ORF","322071-323744","+","XVI"
"YPL119C-A","YPL119C-A","ORF","324024-324287","-","XVI"
"DBP1","YPL119C","ORF","324411-326264","-","XVI"
"MRP51","YPL118W","ORF","326628-327662","+","XVI"
"IDI1","YPL117C","ORF","327864-328730","-","XVI"
"HOS3","YPL116W","ORF","329606-331699","+","XVI"
"ARS1617","ARS1617","ARS","331699-332100","0","XVI"
"BEM3","YPL115C","ORF","332100-335486","-","XVI"
"YPL114W","YPL114W","ORF","335948-336367","+","XVI"
"YPL113C","YPL113C","ORF","335953-337143","-","XVI"
"PEX25","YPL112C","ORF","337436-338620","-","XVI"
"IMT2","tM(CAU)P","tRNA_gene","338848-338919","-","XVI"
"CAR1","YPL111W","ORF","339944-340945","+","XVI"
"GDE1","YPL110C","ORF","341068-344739","-","XVI"
"YPL109C","YPL109C","ORF","345264-347389","-","XVI"
"YPL108W","YPL108W","ORF","348446-348952","+","XVI"
"YPL107W","YPL107W","ORF","349119-349865","+","XVI"
"SSE1","YPL106C","ORF","350194-352275","-","XVI"
"SYH1","YPL105C","ORF","352863-355412","-","XVI"
"MSD1","YPL104W","ORF","355700-357676","+","XVI"
"FMP30","YPL103C","ORF","358000-359406","-","XVI"
"YPL102C","YPL102C","ORF","360003-360305","-","XVI"
"ELP4","YPL101W","ORF","360209-361579","+","XVI"
"ATG21","YPL100W","ORF","361872-363362","+","XVI"
"INA17","YPL099C","ORF","363520-364068","-","XVI"
"MGR2","YPL098C","ORF","364386-364727","-","XVI"
"MSY1","YPL097W","ORF","364952-366430","+","XVI"
"ERI1","YPL096C-A","ORF","366529-366735","-","XVI"
"PNG1","YPL096W","ORF","366927-368018","+","XVI"
"EEB1","YPL095C","ORF","368071-369441","-","XVI"
"SEC62","YPL094C","ORF","369839-370663","-","XVI"
"NOG1","YPL093W","ORF","370978-372921","+","XVI"
"SSU1","YPL092W","ORF","373793-375169","+","XVI"
"GLR1","YPL091W","ORF","375502-376953","+","XVI"
"RPS6A","YPL090C","ORF","377291-378395","-","XVI"
"RLM1","YPL089C","ORF","379120-381150","-","XVI"
"YPL088W","YPL088W","ORF","381965-382993","+","XVI"
"YDC1","YPL087W","ORF","383455-384408","+","XVI"
"ARS1618","ARS1618","ARS","384542-384789","0","XVI"
"ELP3","YPL086C","ORF","384773-386446","-","XVI"
"SEC16","YPL085W","ORF","387067-393654","+","XVI"
"BRO1","YPL084W","ORF","394038-396572","+","XVI"
"SEN54","YPL083C","ORF","396702-398105","-","XVI"
"MOT1","YPL082C","ORF","398480-404083","-","XVI"
"RPS9A","YPL081W","ORF","404950-406044","+","XVI"
"YPL080C","YPL080C","ORF","406172-406498","-","XVI"
"RPL21B","YPL079W","ORF","406636-407539","+","XVI"
