Gene ID	Entrez Gene ID	Gene Symbol	Gene Name	Organism	Unigene ID	Ensembl ID	UniProt ID	Alias	Lifespan Effect	Phenotype Description	Longevity Influence	Max Lifespan Change	Avg Lifespan Change	Method	Bibliographic reference
1511	855044	FAR8	Factor ARrest	Saccharomyces cerevisiae		YMR029C			increase	Mean replicative lifespan increased in the alpha and a strain 	anti			Deletion	2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
1512	853307	LCB3	Long-Chain Base	Saccharomyces cerevisiae		YJL134W		LBP1 YSR2	increase	Mean replicative lifespan increased in the alpha and a strain 	anti			Deletion	2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
1513	853595	MNS1	Mns1p	Saccharomyces cerevisiae		YJR131W			increase	Mean replicative lifespan increased in the alpha and a strain 	anti			Deletion	2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
1514	855991	PEX25	PEroXisome related	Saccharomyces cerevisiae		YPL112C			increase	Mean replicative lifespan increased in the alpha and a strain 	anti			Deletion	2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
1515	853965	PXL1	PaXillin-Like protein	Saccharomyces cerevisiae		YKR090W			increase	Mean replicative lifespan increased in the alpha and a strain 	anti			Deletion	2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
1516	854307	SFL1	Suppressor gene for FLocculation	Saccharomyces cerevisiae		YOR140W			increase	Mean replicative lifespan increased in the alpha and a strain 	anti			Deletion	2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
1517	854994	TRM9	TRna Methyltransferase	Saccharomyces cerevisiae		YML014W		KTI1	increase	Mean replicative lifespan increased in the alpha and a strain 	anti			Deletion	2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
1518	853683	NNK1	Nitrogen Network Kinase	Saccharomyces cerevisiae		YKL171W			increase	Mean replicative lifespan increased in the alpha and a strain 	anti			Deletion	2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
1519	854177	YOR012W	hypothetical protein	Saccharomyces cerevisiae		YOR012W			increase	Mean replicative lifespan increased in the alpha and a strain 	anti			Deletion	2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
1520	854089	INP54	INositol polyphosphate 5-Phosphatase	Saccharomyces cerevisiae		YOL065C			increase	Replicative lifespan increased by 30% in the alpha strain 	anti		30	Deletion	2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
1520	854089	INP54	INositol polyphosphate 5-Phosphatase	Saccharomyces cerevisiae		YOL065C			increase	Replicative lifespan increased by 15% in the alpha strain	anti		15	Deletion	2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1520	854089	INP54	INositol polyphosphate 5-Phosphatase	Saccharomyces cerevisiae		YOL065C			decrease	Replicative lifespan decreased by 15% in the a strain 	fitness		15	Deletion	2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1564	856442	INM1	INositol Monophosphatase	Saccharomyces cerevisiae		YHR046C			increase	Replicative lifespan increased 	anti			Deletion	1570: Kaeberlein et al. (2005) "Regulation of yeast replicative life span by TOR and Sch9 in response to nutrients."  Science 310(5751):1193-1196 (16293764)
1564	856442	INM1	INositol Monophosphatase	Saccharomyces cerevisiae		YHR046C			increase	Replicative lifespan increased by 50% in the alpha strain	anti		50	Deletion	2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
1564	856442	INM1	INositol Monophosphatase	Saccharomyces cerevisiae		YHR046C			decrease	Replicative lifespan decreased by 10% in a strain	fitness		10	Deletion	2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
1567	853980	VBA5	Vacuolar Basic Amino acid transporter	Saccharomyces cerevisiae		YKR105C			increase	Replicative lifespan increased 	anti			Deletion	1570: Kaeberlein et al. (2005) "Regulation of yeast replicative life span by TOR and Sch9 in response to nutrients."  Science 310(5751):1193-1196 (16293764)
1568	854670	OM45	Outer Membrane	Saccharomyces cerevisiae		YIL136W			increase	Replicative lifespan increased 	anti			Deletion	1570: Kaeberlein et al. (2005) "Regulation of yeast replicative life span by TOR and Sch9 in response to nutrients."  Science 310(5751):1193-1196 (16293764)
1585	853271	SET2	SET domain-containing	Saccharomyces cerevisiae		YJL168C		EZL1	decrease	Replicative lifespan decreased by 15% in the alpha strain 	fitness		15	Deletion	2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1585	853271	SET2	SET domain-containing	Saccharomyces cerevisiae		YJL168C		EZL1	increase	Deletion of histone methyltransferase SET2 results in an increased replicative lifespan.	anti		40	Deletion	3524: Ryu et al. (2014) "Loss of the Set2 histone methyltransferase increases cellular lifespan in yeast cells."  Biochem. Biophys. Res. Commun. 446(1):113-118 (24607280)
1596	852392	RXT2	Rxt2p	Saccharomyces cerevisiae		YBR095C		RAF60	decrease	Slightly reduced chronological lifespan	fitness			Deletion	2508: Eisenberg et al. (2009) "Induction of autophagy by spermidine promotes longevity."  Nat. Cell Biol. 11(11):1305-1314 (19801973)
1597	855305	SAP30	SIT4 protein phosphatase Associated Protein	Saccharomyces cerevisiae		YMR263W			decrease	Slightly reduced chronological lifespan	fitness			Deletion	2508: Eisenberg et al. (2009) "Induction of autophagy by spermidine promotes longevity."  Nat. Cell Biol. 11(11):1305-1314 (19801973)
1598	854725	SDS3	Suppressor of Defective Silencing	Saccharomyces cerevisiae		YIL084C			decrease	Slightly reduced chronological lifespan	fitness			Deletion	2508: Eisenberg et al. (2009) "Induction of autophagy by spermidine promotes longevity."  Nat. Cell Biol. 11(11):1305-1314 (19801973)
1599	853315	SPT10	SuPpressor of Ty	Saccharomyces cerevisiae		YJL127C		CRE1 SUD1	decrease	Slightly reduced chronological lifespan	fitness			Deletion	2508: Eisenberg et al. (2009) "Induction of autophagy by spermidine promotes longevity."  Nat. Cell Biol. 11(11):1305-1314 (19801973)
1604	852177	ATP1	ATP synthase	Saccharomyces cerevisiae		YBL099W			decrease	Replicative lifespan decreased by 70% in the alpha strain 	fitness		70	Deletion	2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1604	852177	ATP1	ATP synthase	Saccharomyces cerevisiae		YBL099W			increase	Chronological lifespan increased up to 50%	anti		50	Deletion	2516: Francis et al. (2007) "Mutations in the Atp1p and Atp3p subunits of yeast ATP synthase differentially affect respiration and fermentation in Saccharomyces cerevisiae."  J. Bioenerg. Biomembr. 39(2):127-144 (17492370)
1611	850608	BNA6	Biosynthesis of Nicotinic Acid	Saccharomyces cerevisiae		YFR047C		QPT1	decrease	Chronological lifespan decreased	pro			Deletion	2510: Tahara et al. (2007) "Dihydrolipoyl dehydrogenase as a source of reactive oxygen species inhibited by caloric restriction and involved in Saccharomyces cerevisiae aging."  FASEB J. 21(1):274-283 (17110466)
1617	856019	ELP3	ELongator Protein	Saccharomyces cerevisiae		YPL086C		HPA1 KTI8 TOT3	increase	Survival increased during early chronological aging (day 5-15);	anti			Deletion	2508: Eisenberg et al. (2009) "Induction of autophagy by spermidine promotes longevity."  Nat. Cell Biol. 11(11):1305-1314 (19801973)
1618	851889	HDA2	Histone DeAcetylase	Saccharomyces cerevisiae		YDR295C		PLO2	decrease	Strongly reduced chronological lifespan	fitness			Deletion	2508: Eisenberg et al. (2009) "Induction of autophagy by spermidine promotes longevity."  Nat. Cell Biol. 11(11):1305-1314 (19801973)
1619	851100	IKI3	Insensitive to KIller toxin	Saccharomyces cerevisiae		YLR384C		ELP1 KTI7 TOT1	increase	Survival increased during early chronological aging (day 5-15);	anti			Deletion	2508: Eisenberg et al. (2009) "Induction of autophagy by spermidine promotes longevity."  Nat. Cell Biol. 11(11):1305-1314 (19801973)
1620	852228	SAS3	Something About Silencing	Saccharomyces cerevisiae		YBL052C			increase	Survival increased during early chronological aging (day 5-15);	anti			Deletion	2508: Eisenberg et al. (2009) "Induction of autophagy by spermidine promotes longevity."  Nat. Cell Biol. 11(11):1305-1314 (19801973)
1621	852814	SGF73	SaGa associated Factor, 73 kDa	Saccharomyces cerevisiae		YGL066W		SCA7	decrease	Strongly reduced chronological lifespan	fitness			Deletion	2508: Eisenberg et al. (2009) "Induction of autophagy by spermidine promotes longevity."  Nat. Cell Biol. 11(11):1305-1314 (19801973)
1622	856254	CTF4	Chromosome Transmission Fidelity	Saccharomyces cerevisiae		YPR135W		CHL15 POB1	decrease	Replicative lifespan decreased	pro			Deletion	1425: Hoopes et al. (2002) "Mutations in DNA replication genes reduce yeast life span."  Mol. Cell. Biol. 22(12):4136-4146 (12024027)
1623	853794	YKL069W	hypothetical protein	Saccharomyces cerevisiae		YKL069W		YKG9	decrease	Replicative lifespan decreased	pro			Deletion	2512: Le et al. (2009) "Functional analysis of free methionine-R-sulfoxide reductase from Saccharomyces cerevisiae."  J. Biol. Chem. 284(7):4354-4364 (19049972)
1638	850342	LEU2	LEUcine biosynthesis	Saccharomyces cerevisiae		YCL018W			increase	Increased chronological lifespan 	anti			Deletion	2515: Alvers et al. (2009) "Autophagy and amino acid homeostasis are required for chronological longevity in Saccharomyces cerevisiae."  Aging Cell 8(4):353-369 (19302372)
1639	851172	LEU3	LEUcine biosynthesis	Saccharomyces cerevisiae		YLR451W			increase	Increased chronological lifespan 	anti			Deletion	2515: Alvers et al. (2009) "Autophagy and amino acid homeostasis are required for chronological longevity in Saccharomyces cerevisiae."  Aging Cell 8(4):353-369 (19302372)
1639	851172	LEU3	LEUcine biosynthesis	Saccharomyces cerevisiae		YLR451W			increase	Deletion of LEU3 increases yeast chronological lifespan.	anti			Deletion	3506: Garay et al. (2014) "High-resolution profiling of stationary-phase survival reveals yeast longevity factors and their genetic interactions."  PLoS Genet. 10(2):e1004168 (24586198)
1641	851077	NMD4	Nonsense-Mediated mRNA Decay	Saccharomyces cerevisiae		YLR363C			increase	Replicative lifespan increased by 25% in the alpha strain	anti		25	Deletion	1570: Kaeberlein et al. (2005) "Regulation of yeast replicative life span by TOR and Sch9 in response to nutrients."  Science 310(5751):1193-1196 (16293764)
1641	851077	NMD4	Nonsense-Mediated mRNA Decay	Saccharomyces cerevisiae		YLR363C			decrease	Replicative lifespan decreased by 20% in the a strain	fitness		20	Deletion	1570: Kaeberlein et al. (2005) "Regulation of yeast replicative life span by TOR and Sch9 in response to nutrients."  Science 310(5751):1193-1196 (16293764)
1641	851077	NMD4	Nonsense-Mediated mRNA Decay	Saccharomyces cerevisiae		YLR363C			increase	Replicative lifespan increased by 25% in the alpha strain	anti		25	Deletion	2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
1641	851077	NMD4	Nonsense-Mediated mRNA Decay	Saccharomyces cerevisiae		YLR363C			decrease	Replicative lifespan decreased by 20% in a strain	fitness		20	Deletion	2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
1642	855723	IDP3	Isocitrate Dehydrogenase, NADP-specific	Saccharomyces cerevisiae		YNL009W			increase	Replicative lifespan increased by 15% in the alpha strain	anti		15	Deletion	2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
1642	855723	IDP3	Isocitrate Dehydrogenase, NADP-specific	Saccharomyces cerevisiae		YNL009W			decrease	Replicative lifespan decreased by 20% in the a strain	fitness		20	Deletion	2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
1642	855723	IDP3	Isocitrate Dehydrogenase, NADP-specific	Saccharomyces cerevisiae		YNL009W			increase	Replicative lifespan increased by 15% in the alpha strain	anti		15	Deletion	2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1642	855723	IDP3	Isocitrate Dehydrogenase, NADP-specific	Saccharomyces cerevisiae		YNL009W			decrease	Replicative lifespan decreased by 20% in the a strain	fitness		20	Deletion	2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1648	853230	ACO2	ACOnitase	Saccharomyces cerevisiae		YJL200C			increase	Replicative lifespan increased by 20% in the alpha strain	anti		20	Deletion	2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1648	853230	ACO2	ACOnitase	Saccharomyces cerevisiae		YJL200C			decrease	Replicative lifespan decreased by 10% in the a strain 	fitness		10	Deletion	2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
